start,end,text
2433880,2437520," He would have put it next to that, like, the one nice monitor."
2437520,2438520," Yeah."
2438520,2440800," Yeah, that was a very unusual Luke move."
2440800,2444520," I am back to three different monitors now."
2444520,2446520," But they are all a SUS monitors."
2446520,2447520," Nice."
2447520,2448960," They all follow a very similar ID."
2448960,2452720," So they look like they fit together, which is kind of nice."
2452720,2456520," But it's one of the pro arts because one of the pro arts still exists."
2456520,2457520," Nice."
2457520,2458520," The other one is dead."
2458520,2459520," Yeah."
2459520,2464640," A newer, like 1440p gaming monitor that is my main screen."
2464640,2469720," And then very recently because my other pro art died and I liked having three monitors"
2469720,2476120," at home, I got another 1440p monitor monitors tend to be like ever since I got those pro"
2476120,2479520," arts, something in my brain was like, I'm always going to have nice monitors."
2479520,2482600," And I was like, I don't have to buy my own computers."
2482600,2485800," I should probably like have some nice monitors."
2485800,2489880," So I've I've kept myself in in good monitors ever since."
2489880,2494400," So mine's a little bit complicated because I did buy myself."
2494400,2498040," Okay, first of all, I'm not sure how you define luxury."
2498040,2503320," I wouldn't necessarily think that everyone would define luxury the same way."
2503320,2511760," Like, I think Luke Luke's computer being something that actually makes him money might"
2511760,2514160," not fall under the definition of luxury."
2514160,2515160," Okay."
2515160,2516160," For some people."
2516160,2517160," Fair enough."
2517160,2520280," So luxury means superfluous."
2520280,2525840," You know, yeah, he obviously it could work without, you know, having really nice monitors"
2525840,2529560," or whatever else, but he also didn't go top of the line."
2529560,2534480," And there's a there's a health argument to be made for, you know, not having to like"
2534480,2540120," squint at your display because the contrast is so low, like, you know, keeping your your"
2540120,2545600," your like even even just like comfort, you know, like there's, I don't know if everyone"
2545600,2547440," would define that as luxury."
2547440,2552320," I also don't know that everyone would say that Spotify premium is a luxury purchase,"
2552320,2553320," though."
2553320,2555640," And that was the example that was given here."
2555640,2560200," A slightly nicer sort of relatively low cost monthly subscription."
2560200,2564200," I don't know that everyone would consider luxury where some people might think luxury"
2564200,2567120," is like something utterly unnecessary."
2567120,2570400," So your question's a little complicated for me because I don't know where the line would"
2570400,2576360," be between adult and kid and I don't know what is luxury and what is not, but I can"
2576360,2581520," certainly tell you some early things that I spent probably too much money on and would"
2581520,2589560," could be considered luxury purchases when I was in man."
2589560,2593240," So while you think someone in chat said, man, I wish I could buy a $3,000 monitor with a"
2593240,2594840," cord you can't remove."
2594840,2598480," Well, that's not something I bought for sure."
2598480,2599480," Good reference."
2599480,2602320," Almost all of my, almost all of my early stuff would be tech."
2602320,2605160," So if you disqualified tech, I would have a lot harder of a time."
2605160,2606160," Yeah, I do."
2606160,2607160," I'm coming up with stuff."
2607160,2613200," Like I bought my, I bought my 4400 plus, which was a $700 CPU when I was still in high"
2613200,2615080," school, I think."
2615080,2618120," So I wasn't really an adult, but that was certainly a luxury purchase."
2618120,2619120," I didn't need a dual core."
2619120,2621080," Was that in high school or like right after high school?"
2621080,2622080," I don't know."
2622080,2624080," It was, it was around, it was around that time."
2624080,2629080," Um, man, I remember my monsoon MM 2000 speakers."
2629080,2630600," Oh, okay."
2630600,2633160," That was, I was actually pretty sad about that."
2633160,2636040," They sounded so good."
2636040,2641960," And I took them back because they had kind of like this weird idle hiss."
2641960,2646160," And they were so near to me because I was using them as surrounds for gaming."
2646160,2647160," So they were really close."
2647160,2649880," It was so near to me that they were really annoying."
2649880,2653520," So I took them back to London drugs being like, no, this is too annoying."
2653520,2654960," I don't like them."
2654960,2662040," And I got the Logitech Z680's instead, which sounded like absolute ass compared to the"
2662040,2663520," monsoons."
2663520,2668680," And I went back to the same London drugs and I was like, I'm sorry, I can't keep these."
2668680,2671160," I want the monsoons back."
2671160,2675920," And whatever, whatever it is that they do with open box items was not, keep them in the"
2675920,2678000," store and sell them back to you again."
2678000,2679120," They were gone."
2679120,2681040," And then I found out they were discontinued."
2681040,2688000," And that was like the last pair of monsoon MM2000 in existence that I had had."
2688000,2690920," When did the course air speakers come into the picture?"
2690920,2692640," Oh, that was much later."
2692640,2699560," I had, I had clips for me to ultra 5.1s was like a super luxury purchase for me."
2699560,2700560," Those are nice."
2700560,2701560," Pretty early on."
2701560,2703680," Like all of my luxury purchases are going to be tech stuff."
2703680,2709840," Like I drove a 91 diesel jetter that my parents made a deal with me."
2709840,2717280," I had to drive any of my four siblings anywhere that they needed to go, but I got a car, but"
2717280,2720080," I had to pay for gas was the deal."
2720080,2721760," Interesting."
2721760,2727240," I still think I came out ahead, but they did pretty well too because we lived in the middle"
2727240,2732280," of the nowhere and it was a 20 minute drive to anything."
2732280,2733880," Yeah, and gas is expensive."
2733880,2734880," That adds up really fast."
2734880,2736080," Well, diesel wasn't then."
2736080,2737080," Oh, okay."
2737080,2738080," Okay."
2738080,2739080," Okay."
2739080,2741040," It was a, it was a pretty good deal."
2741040,2747920," Someone brought up that my fish tank could have maybe been interpreted as a luck's purchase."
2747920,2748920," Yeah."
2748920,2754880," Maybe I don't think that fits the, the idea of the question because it did say, uh, when"
2754880,2760320," you started having extra cash to spare as an adult, I didn't build it when I was an adult."
2760320,2768080," And it took me like three years to say four or something."
2768080,2774040," Like referee jobs and like gravel for people and like doing random, like that wasn't."
2774040,2775040," Yeah."
2775040,2777240," Extra cash luxury."
2777240,2781520," Yvonne and I bought really nice furniture when we moved into our place."
2781520,2782520," Solid wood furniture."
2782520,2783520," You talked about that a bunch too."
2783520,2788160," That was really expensive that we still have to this day and intend to keep for our"
2788160,2789160," entire lives."
2789160,2790160," Yeah."
2790160,2791800," So is that luxury?"
2791800,2796880," It certainly is a luxury that a lot of people would never be able to do, but it's also"
2796880,2800160," taking a financial hit now in order to save money long term."
2800160,2801160," Pretty pragmatic."
2801160,2802160," Yeah."
2802160,2803160," Yeah."
2803160,2804160," Yeah."
2804160,2805160," Luxury."
2805160,2807200," I'm not sure."
2807200,2808200," I'm not sure."
2808200,2811600," I don't know."
2811600,2812600," Interesting question."
2812600,2813600," Yeah."
2813600,2814600," It's a really cool question."
2814600,2815600," All right."
2815600,2817000," Why don't we move into our next topic?"
2817000,2818000," Okay."
2818000,2819720," Um, Nintendo DMCA's?"
2819720,2821640," No, that's a big one."
2821640,2822640," Let's save that for after sponsors."
2822640,2826280," Why don't we do the quick, quick update regarding UFI port forwarding?"
2826280,2827280," Yeah."
2827280,2828280," Okay."
2828280,2829440," So we just talked about port forwarding."
2829440,2833360," Uh, I was doing that thing that we talked about earlier in the show last week where I"
2833360,2836760," was like sort of paying attention, but I was like working on stuff for the next topic."
2836760,2840640," So I wasn't paying a ton of attention and I probably could have stopped this before it"
2840640,2842280," got to where it was."
2842280,2846880," Because Linus was like sub summarizing something and it came across in the wrong way."
2846880,2853240," Um, port forwarding is not a just like safe thing to randomly do for anything you could"
2853240,2855920," ever find that could possibly need a port forward."
2855920,2858240," I was too blase about it last week."
2858240,2859240," Yeah."
2859240,2864160," Uh, there, there are absolutely ways that, uh, vulnerabilities on services that are using"
2864160,2865840," open ports can be exploited."
2865840,2867640," This is totally a thing that people do."
2867640,2872720," And one of the ways that people do it is through junky IOT devices."
2872720,2875560," That is absolutely a thing."
2875560,2879560," I have no idea how we got here, which is one of the reasons why I wasn't really paying"
2879560,2881200," attention last week."
2881200,2888280," Cause the whole topic was about how Yufi was lying about how they did their implementation."
2888280,2894160," Uh, I had not watched the video where the person talked about how in order to do it the way"
2894160,2896800," that they said they were doing it."
2896800,2899240," Um, and I'm super paraphrasing here."
2899240,2900440," Sorry if I say it incorrectly."
2900440,2902280," I think there's actually a quote."
2902280,2904360," Um, I will read the quote."
2904360,2909720," So Rob from the hookup said the images in the notification need to be hosted on an internet"
2909720,2914040," facing server without authentication and they need to be highly accessible in order for"
2914040,2918120," the notification speed to be fast, which is important when you're doing like home security"
2918120,2919520," stuff that totally makes sense."
2919520,2924080," Uh, if you wanted to serve those images directly from your home base, uh, which is kind of"
2924080,2929360," how it's described as it would work, uh, you technically could, but you would need to expose"
2929360,2933640," it to the internet directly via port forwarding, which would absolutely represent a huge security"
2933640,2935920," risk that would be a newsworthy issue."
2935920,2942720," Yeah, I wouldn't want to open a port for some random like, IOT web camera thing in my house."
2942720,2943720," Yeah, agreed."
2943720,2948040," Um, but they, they don't do that and they never said they're going to do that, which"
2948040,2954640," is again why I'm like, what, um, well, I, I said that, uh, you know, obviously it would"
2954640,2962720," be better if it went straight from your device to your, uh, you know, other device."
2962720,2963720," Yeah."
2963720,2968280," There's, there's been other stuff brought up where some people tried to dive to our defense"
2968280,2971640," and they were like, yeah, I don't need port forwarding to do local notifications and it's"
2971640,2973040," like, yeah, but okay."
2973040,2974040," Yeah."
2974040,2975040," That's true."
2975040,2979000," But the second that you leave your house, which is, I think the bigger point of the"
2979000,2981680," notifications, um, it wouldn't work anymore."
2981680,2987000," So you would need to, if this product was designed with user, uh, with user data protection"
2987000,2991000," in mind, there's no reason that it couldn't be configured in such a way that it would"
2991000,2993360," have no access to the rest of your network."
2993360,2995360," Um, these are a thing."
2995360,2998360," These are absolutely things that do exist."
2998360,3006440," The main point, the only thing that matters is that there are other ways and yes, just"
3006440,3010320," opening up a random port to a random IOT device from a company that turned out to be a big"
3010320,3011920," liar is bad."
3011920,3017600," Um, but if they just weren't a bad company that was being a big liar, um, we wouldn't"
3017600,3019560," be having this conversation in the first place."
3019560,3021200," And that's what matters."
3021200,3023960," They said that it was something that it wasn't."
3023960,3025960," They lied about security stuff."
3025960,3027240," That is the actual point that matters."
3027240,3030400," Linus's point about, uh, open ports last week, bad."
3030400,3031400," Yes."
3031400,3032400," Don't do that."
3032400,3033400," I don't think anyone was going to take action based on that."
3033400,3035280," I don't think anyone ran home."
3035280,3039480," It's jumped into their router's control panel and opened every single port that they have."
3039480,3043540," I don't think it is going to change a single action that anyone did, but it should be clarified"
3043540,3044540," as wrong."
3044540,3045540," So we are doing that now."
3045540,3049520," But also like, I wouldn't freak out about opening a port for your Minecraft series."
3049520,3051760," If you have to, well, that's the thing, right?"
3051760,3056480," Is that's the point I was trying to make is that you already open ports."
3056480,3061240," If you want to access anything on your local network from outside your local network."
3061240,3070160," And so if you do that, then this may not be that different, but it also may because as"
3070160,3076680," we are, as we are discussing right now, IOT device companies are not following best practices"
3076680,3078840," when it comes to keeping your data and keeping your networks safe."
3078840,3084640," I don't want to open ports for like random stuff that could be not very well maintained."
3084640,3086640," That is vulnerability prone."
3086640,3093040," Like I would be, I would be concerned about opening ports for different things."
3093040,3094720," And you should hope that it's done properly."
3094720,3095960," Is there ways around this?"
3095960,3099200," You could probably figure it out with some VPN thing."
3099200,3100600," Maybe their app could run that way."
3100600,3101600," I don't know."
3101600,3104360," Like there's ways that they could have done this guys."
3104360,3105360," Plex."
3105360,3106360," Yeah."
3106360,3108040," The saying you can't access anything from home."
3108040,3109040," Yeah."
3109040,3110040," But there's, okay."
3110040,3115560," So the reason when you access Plex from outside, the reason that the bit rate is limited is"
3115560,3118920," because it's actually going through Plex's servers is my understanding."
3118920,3122000," Oh, I have no idea about any of that."
3122000,3126800," And there's also people who brought up, what else?"
3126800,3128120," Someone brought up something else."
3128120,3129440," Natural versus a thing."
3129440,3131160," There's lots to it."
3131160,3132160," None of this matters."
3132160,3133760," I would love to stop talking about it."
3133760,3136040," Neither of us are networking experts."
3136040,3137040," Yes."
3137040,3138040," People for that."
3138040,3139040," Yeah."
3139040,3140040," And we have some good ones."
3140040,3142000," Yeah, exactly."
3142000,3148480," To send traditional notifications to a device not on your network at home, my level of understanding"
3148480,3152280," would say that you would need to open ports for that because of the type of data that"
3152280,3153560," is leaving your house."
3153560,3156200," Can you have data leave your house with opening ports?"
3156200,3157200," Yes."
3157200,3159040," You can send emails."
3159040,3164760," But yeah, to do a traditional notification to your device away from home, I believe the"
3164760,3167200," standard approach would be to open a port."
3167200,3168200," Should we do that?"
3168200,3169200," No."
3169200,3170400," Was that something that Yufi did?"
3170400,3171400," No."
3171400,3173840," Is that something that Yufi ever said they did?"
3173840,3175080," No."
3175080,3182960," And in my opinion, having a company blatantly lying about features be okay because technical"
3182960,3188440," people should know that it wouldn't work that way is not an excuse and makes no sense."
3188440,3191120," And I don't know why we're talking about it."
3191120,3195800," So yeah, I would dive back to Yufi lied about security stuff that is the only part of this"
3195800,3198400," whole story that matters."
3198400,3199880," Cool."
3199880,3204640," Yeah, I think that's it."
3204640,3209960," Speaking of network magic, we, I think we're going to make a video about it at some point,"
3209960,3214720," but then we weren't like, we couldn't really find like a title or angle on it that we thought"
3214720,3217040," would perform well enough."
3217040,3224880," But Zero tier is a super cool way to gain access to data remotely on your own network"
3224880,3226280," that does not require port forwarding."
3226280,3230480," I have no idea what kind of black magic they're using in order to make that happen."
3230480,3232640," The point is that it can clearly be done."
3232640,3235440," There's other similar things as well."
3235440,3237600," More in like the corporate sphere."
3237600,3239320," But yeah, there's stuff like that."
3239320,3244280," There's other interesting things like you could set up your own VPN so that your device"
3244280,3245680," is seen as on that network."
3245680,3247160," There's lots of other stuff."
3247160,3248160," Yeah, but the only thing."
3248160,3249160," Regardless, what matters."
3249160,3253440," Only ones that could be easily set up by the average IoT buyer matter in this, in this"
3253440,3254440," instance."
3254440,3257800," Yeah, but I don't think the average IoT buyer is going to dive into the control panel of"
3257800,3259920," the router and open some ports either."
3259920,3260920," Yeah."
3260920,3263760," So like I just, I don't think any of this is, is relevant."
3263760,3267920," What matters is they claimed it was stored locally and it's not."
3267920,3273120," They lied about security stuff and they, we should be going after them for that."
3273120,3276640," Everything else in this realm is important or matters."
3276640,3277640," All right."
3277640,3279240," Why don't we jump into our sponsors?"
3279240,3280240," Because they matter."
3280240,3281240," Yeah."
3281240,3285680," The show is brought to you today by Vessie Footwear."
3285680,3290680," Christmas season is upon us, which means it is time to stay warm and stay dry and by"
3290680,3294840," Vessie shoes for yourselves and your family and your friends and your dog."
3294840,3300200," No, they don't have dog shoes, but what they do have is shoes that they say are 100% waterproof"
3300200,3305400," to keep your feet dry in the wettest of weather and their shoes are lightweight and easy"
3305400,3309920," to pack offering you reassurance when the snow and rain start coming down."
3309920,3312400," Thanks to their diamond text material."
3312400,3313400," What else is good about them?"
3313400,3318600," They're super easy to put on and take off their comfy and you can check out their holiday"
3318600,3322920," season at Vessie Doc holiday season."
3322920,3324640," It's not their holiday season."
3324640,3326600," It's everyone's holiday season."
3326600,3328080," We can all enjoy the holiday season."
3328080,3329080," Sorry."
3329080,3334600," It's a holiday sale at Vessie.com/Wanshow or use code WANSHOW at checkout if you just"
3334600,3340560," missed it for 15% off plus free shipping to select countries."
3340560,3342880," The show is also brought to you by Brilliant."
3342880,3346200," Brilliant is a hands-on and interactive way to learn STEM topics."
3346200,3350480," They offer thousands of courses with new topics to learn each month, like their Computer Science"
3350480,3355600," Fundamentals course and their services can be used to supplement a college education or"
3355600,3358680," you can even use it if getting smart is just a passion of yours."
3358680,3359680," That's right."
3359680,3362480," Anyone can use Brilliant and become brilliant."
3362480,3367640," Well, they can make significant steps towards being more brilliant."
3367640,3373360," If you don't understand the basics behind a problem, how can you even start your troubleshooting?"
3373360,3375120," That's really where Brilliant shines."
3375120,3376760," Ha ha, that's a joke."
3376760,3378680," That's where Brilliant shines."
3378680,3383880," That's where Brilliant shines because they can really help you build a foundation."
3383880,3386000," There's so many ways to get an education."
3386000,3387720," There's your formal education."
3387720,3389800," Brilliant is great."
3389800,3391880," After you have one, it can be great as a refresher."
3391880,3394960," It's great before you get one so you have foundational knowledge as you go in or you"
3394960,3399880," can just learn things and just be a more rounded individual."
3399880,3405160," There's so many situations in my life that I've found myself a little bit fish out of"
3405160,3409160," water and been happy that I know just a little bit about that thing."
3409160,3414440," Even if it's just so you can participate in a conversation or even just enjoy listening"
3414440,3420560," to the group conversation that's happening without just sitting there like this."
3420560,3426440," The first 200 people who had the Brilliant.org/WAN will get 20% off an annual premium subscription."
3426440,3429720," Finally, the show is brought to you by Newegg."
3429720,3433800," Millions of customers turn to Newegg.com to shop for the latest PC components, consumer"
3433800,3437160," electronics, smart home and gaming products."
3437160,3439320," And with the holidays, pretty much here."
3439320,3440320," It's time."
3440320,3441320," Do it now."
3441320,3442480," Don't wait."
3442480,3444640," It's time to shop for all the tech levers on your list."
3444640,3448560," Seriously, don't put yourself in a position where it's the 25th and you were supposed"
3448560,3450800," to have something for them and you don't."
3450800,3451800," It's for real."
3451800,3452800," It's the 9th."
3452800,3453800," It's the 9th."
3453800,3454800," It's coming."
3454800,3458520," Lots of places are already putting up notices that if you buy stuff now, it will not arrive"
3458520,3459520," in time."
3459520,3460520," Including lttstore.com."
3460520,3461960," Yeah, so like get on it."
3461960,3462960," Let's go."
3462960,3464840," They've got great deals on great tech."
3464840,3469280," They're still available or you can save on gift cards for gaming digital downloads and"
3469280,3470280," more."
3470280,3472480," Click at the link in the video description."
3472480,3474280," All right."
3474280,3479680," What did I say we were going to talk about?"
3479680,3481960," Nintendo thing."
3481960,3482960," Oh, okay."
3482960,3485480," Yeah, let's talk about the Nintendo thing."
3485480,3487200," This sucks."
3487200,3488880," It's weird."
3488880,3496040," The source that we picked this up from is I think Kotaku and everything about it just"
3496040,3497600," sucks."
3497600,3508120," Did you know gaming's video about just basically they posted a video two months ago, okay, documenting"
3508120,3516500," the pitch that retro studios made to Nintendo in 2004 for a Final Fantasy tactics like Zelda"
3516500,3518600," game?"
3518600,3526160," Months later, Nintendo issued a copyright takedown forcing YouTube to remove the video."
3526160,3529720," What?"
3529720,3537880," This is not even a game that was ever made and given that this is from 2004 in 2004, it"
3537880,3541120," was pitched up as 18 years ago."
3541120,3544960," Clearly that game is not happening."
3544960,3547800," Yeah, it's odd."
3547800,3551320," Did you know gaming has published hundreds of videos about the history of Nintendo games,"
3551320,3555640," but this is the first takedown notice from the company."
3555640,3560120," This is a note from Riley and strangely they started with the one that makes the least"
3560120,3562280," sense."
3562280,3568160," The video's primary source was the original 22 page pitch document and an interview with"
3568160,3572080," its author, retro studios programmer Paul Tazure."
3572080,3577160," No footage from early game builds was shown because there were no game builds because the"
3577160,3580760," pitch wasn't successful."
3580760,3583400," Why would Nintendo go after this video?"
3583400,3588220," Did you know gaming told Kotaku that it's one of the few videos on the channel that documents"
3588220,3592760," a piece of Nintendo history that was first uncovered and reported on by us?"
3592760,3601960," So this is original reporting from primary sources that aren't even Nintendo."
3601960,3605120," Yeah, I don't even really get it."
3605120,3607440," Like in this, I mean, I guess it's a DMCA thing."
3607440,3615760," So if they wanted to get rid of it, you have to take it to court because it's always presumed"
3615760,3619440," that the person who places the DMC down is correct unless you go to court, right?"
3619440,3621840," I think that's how that works."
3621840,3627160," Well, I think you're describing more like the process for fair use."
3627160,3632960," But fair use would be a defense of a copyright claim."
3632960,3633960," So yes, sort of."
3633960,3634960," Yes."
3634960,3639120," Like they can't fight this through YouTube unless they go to legal."
3639120,3641480," They can appeal it through YouTube."
3641480,3645360," But then it's entirely up to Nintendo to say no, right?"
3645360,3646360," Yes."
3646360,3647360," Yes."
3647360,3648360," Yeah."
3648360,3652760," So like they have no real recourse if Nintendo decides that just like, no, we don't care."
3652760,3654160," They can we disagree with you."
3654160,3657040," They can hardline it unless they get into court."
3657040,3659520," So like what?"
3659520,3665440," Now, did you know gaming also told Kotaku that they heard during production of the video"
3665440,3670280," that Nintendo didn't like how many former Nintendo employees were discussing unreleased"
3670280,3676600," Nintendo games matter, which I mean, I can understand why they might not like it, but"
3676600,3679600," also go yourself."
3679600,3682320," Like that's not especially."
3682320,3687480," I mean, we're talking 18 years ago, right?"
3687480,3689640," So yeah, I get it."
3689640,3694200," You know, when people have an NDA and there's proprietary information that they are privy"
3694200,3699680," to as part of their employment agreement, and then they leave and they start talking"
3699680,3703800," about that stuff that was considered to be proprietary company information, especially"
3703800,3705960," if they're trying to profit from it."
3705960,3710520," That is that is absolutely an ethical gray area."
3710520,3716020," Mostly for the people who the person who disseminated that information to did you know"
3716020,3717020," gaming though?"
3717020,3718020," Yes, it's not."
3718020,3719800," Did you know gaming themselves?"
3719800,3720800," Exactly."
3720800,3727700," Did you know gaming is just doing what journalists do, which is finding information and telling"
3727700,3730880," people who want to hear about it, that information."
3730880,3733440," They have done nothing wrong here."
3733440,3738800," And so for Nintendo to go after them is what makes no sense."
3738800,3745160," Nintendo could absolutely have a bulletproof NDA with whoever and they could absolutely"
3745160,3747900," take legal action against that person."
3747900,3749780," That's within their rights."
3749780,3753340," That's I'm telling you why they don't like people giving this information."
3753340,3757140," Well, because they probably feel like they have an agreement that that information shouldn't"
3757140,3762220," be out there, but they're going after completely the wrong party in this exchange of information"
3762220,3763220," here."
3763220,3767620," Did you know gaming did nothing wrong here?"
3767620,3769380," Yeah."
3769380,3772940," Now this is what what is this?"
3772940,3779960," Sorry, what is this tweet?"
3779960,3784720," Did you know gaming has been poking and prodding in Nintendo's history for far too long?"
3784720,3788940," Frankly, the best thing would be for Nintendo to sue them into next year in hopes they finally"
3788940,3791880," go away for good?"
3791880,3793540," Whoever you are, you an idiot."
3793540,3797520," We don't want any form of journalism."
3797520,3798520," That's weird."
3798520,3800720," That's a bad take."
3800720,3804040," Are you a hello Nintendo?"
3804040,3809040," Is that you?"
3809040,3816080," There's nothing really else to say about this other than that Nintendo seems absolutely"
3816080,3820560," determined to be the most hated company in gaming."
3820560,3821560," It's tough."
3821560,3822560," It's tough."
3822560,3827920," You know, when you're going up against Blizzard, Activision Blizzard, excuse me, but boy, are"
3827920,3831000," they ever really given it the old college try?"
3831000,3833400," You know what I mean?"
3833400,3837760," Yeah."
3837760,3843680," And in other, I guess, slightly more positive news, Nintendo has at the I don't know if"
3843680,3851520," I would say it properly apologized, but they have acknowledged the official tweet says"
3851520,3858320," a software update for Pokemon Scarlet/Violet version 1.1.0 will be released on 12/1."
3858320,3861320," Please visit our website for more information."
3861320,3865680," We take the feedback from players seriously and will continue to work on improvements"
3865680,3869800," to the games."
3869800,3871440," I take issue with this."
3871440,3873080," I don't think so."
3873080,3877280," I take issue with we take the feedback from players seriously."
3877280,3881600," And I actually I disagree."
3881600,3883880," It impacted sales numbers a little bit."
3883880,3885880," Yeah, I think that's the issue."
3885880,3890880," If they took feedback from players seriously, whichever Mario Party is the first one that"
3890880,3896680," came out on the Switch would have been fixed to make it actually playable."
3896680,3898520," It's utterly unplayable."
3898520,3904800," The game like the board game version of it has so much unnecessary instructional and"
3904800,3905800," animation fluff."
3905800,3906800," It's actually wild."
3906800,3911120," With no way to skip any of it, no way to turn it off."
3911120,3918280," The fact that that was not patched and fixed means no, they actually do not take player"
3918280,3919280," feedback seriously."
3919280,3921520," They take a hit to their wallet seriously."
3921520,3924640," I think by that time that game had already kind of sold."
3924640,3927800," I think it had kind of run its course and they just stopped caring."
3927800,3930480," I guess we'll just make a new Mario Party game or something."
3930480,3938080," Yeah, I notably like a lot of Nintendo stuff, but I have been under."
3938080,3939480," It's not good guy Nintendo."
3939480,3941160," It's like never good guy Nintendo."
3941160,3945600," I think it's time for me to just stop giving Nintendo money."
3945600,3946680," I didn't buy this."
3946680,3951240," It's easy for me to say when I already have a switch OLED and most of the games that I"
3951240,3954480," care about, but like Breath of the Wild 2, maybe I just won't buy it."
3954480,3956480," Oh, you liked Breath of the Wild a lot."
3956480,3958960," Yeah, I had like almost 100 hours in Breath of the Wild."
3958960,3959960," I really enjoyed that game."
3959960,3966360," I have individually more or less stopped supporting Pokemon games a long time ago."
3966360,3971280," I haven't bought a Pokemon game in forever because they're just the same game."
3971280,3973200," They're the same game."
3973200,3975200," Very uninspired in a lot of ways."
3975200,3978720," And when they did this, like what a joke."
3978720,3984240," It's actually amazing to me that like almost anyone thought this was acceptable."
3984240,3986400," Like damn, dude."
3986400,3990040," When it costs the same amount as Breath of the Wild, Breath of the Wild released a long"
3990040,3991040," time ago."
3991040,3994120," Breath of the Wild looks better and runs better."
3994120,3997680," It's like what usually games start looking better and running better."
3997680,4002800," The longer a platform has been out because developers get more used to and just the industry"
4002800,4007840," as a whole gets more used to what that device is capable of and pushing its limits and"
4007840,4008840," all the type of stuff."
4008840,4010200," That's a very normal thing."
4010200,4014520," Usually launch games don't run as well and look as well as games that come around near"
4014520,4016160," the end of a console cycle."
4016160,4019320," The switch has been out for a long time."
4019320,4024000," And this game is like at an unacceptable level of performance that you would have expected"
4024000,4030520," from a very poorly forced out rushed like fail the launch game."
4030520,4033280," Not a..."
4033280,4034280," Not this."
4034280,4035960," Just, I don't know."
4035960,4036960," Very disappointing."
4036960,4039720," Actually, not even very disappointing."
4039720,4040880," I'm not disappointed."
4040880,4042120," I expected it."
4042120,4043840," It's very like expected."
4043840,4046840," I don't know."
4046840,4049920," I don't know if I want to do it."
4049920,4050920," Just block it out?"
4050920,4055080," No, just commit to not buying anything from Nintendo."
4055080,4056440," Yeah, I don't..."
4056440,4058800," Oh, because of the DMC, I think I'm the video."
4058800,4059800," No, because I..."
4059800,4060800," They've always been doing that."
4060800,4062720," Well, not just that, just because they suck."
4062720,4063720," They just suck."
4063720,4065560," They hate their customers and I don't understand why."
4065560,4068840," They don't understand block proportionally more than any other individual group."
4068840,4071360," Are you just going to block out buying video games?"
4071360,4073360," Because like, do they suck more than EA?"
4073360,4075360," Are you going to keep buying EA games?"
4075360,4077840," It's not just that they suck."
4077840,4082240," It's the spectacularly anti-consumer way in which they suck."
4082240,4083600," Is EA a free consumer?"
4083600,4090280," The fact that there is intentionally no way to back up your game save data unless you"
4090280,4095760," pay a monthly subscription should actually be illegal."
4095760,4097000," I don't know why."
4097000,4101320," I can't tell you what law they should have broken."
4101320,4104640," Hashtag not legal advice."
4104640,4107640," Hashtag not legal advice."
4107640,4116080," But from my point of view, the save data of a game is an integral part of the purchase"
4116080,4117560," that you made."
4117560,4123520," And the fact that that save data is tied to the console, a thing that can break, and"
4123520,4130920," we know breaks that has no way of having that data recovered if it breaks is utterly"
4130920,4133560," unacceptable."
4133560,4138520," And we're not talking about the old cartridge days where the battery could die and the"
4138520,4139520," save games could go with."
4139520,4141840," That was a technological limitation."
4141840,4148760," We're talking about a console that has a fucking micro SD card slot on it that they"
4148760,4155600," choose to not allow you to use to backup your save data unless you are migrating to"
4155600,4157200," a different console."
4157200,4162000," So they've shown, I mean, they showed with the Wii that they are completely capable of"
4162000,4164720," creating a data migration tool."
4164720,4168000," They choose not to."
4168000,4173920," And the fact that it's handheld, exactly, it is so much more likely to get lost or broken."
4173920,4178360," Yeah, that's just, it's, so that's one example."
4178360,4181560," The not fixing Mario Party to make the bloody thing playable."
4181560,4183200," I actually timed it once."
4183200,4189520," I forget what the exact timing was, but it was literally less than half gameplay."
4189520,4191520," Yeah, that's not great."
4191520,4193600," Yeah, you got to be able to, you got to be able to skip it."
4193600,4199440," This is not a usable game and the way that they bully creators."
4199440,4206240," To be clear as well with that, because I think there's been some, some misunderstanding, it"
4206240,4208240," is playable."
4208240,4210600," It's just horrible to play."
4210600,4211600," Which one?"
4211600,4212600," Mario Party."
4212600,4213920," Like you can play it."
4213920,4214920," Yeah, but I won't."
4214920,4215920," Yeah."
4215920,4218680," It's a complete waste of time."
4218680,4221520," Like even my kids just want to play mini games."
4221520,4225520," They don't like the board game version because there is so much sitting around."
4225520,4228680," If you haven't played it, I don't want to hear your opinion on it because you don't"
4228680,4230520," know."
4230520,4231680," Play it once."
4231680,4232680," Okay."
4232680,4236280," Note how much tutorial and instructions that you don't need."
4236280,4242360," You don't need to be reminded that red squares are bad every fucking time."
4242360,4247000," Like, multiple times in a single play session."
4247000,4248800," It's not necessary."
4248800,4250320," You need to be able to turn that stuff off."
4250320,4251320," It's like a thing of a waste."
4251320,4254960," Even just a really simple, like every time you load up the game, like, do you want hint"
4254960,4257000," slash guides or no?"
4257000,4261560," It's like, you know the, you know the, like, cringy, stupid thing that they do with Mario"
4261560,4267600," Kart, where at the end of the, at the end of the Grand Prix, they show the leaderboard,"
4267600,4274920," the entire leaderboard with all the final scores, and then they have this just infuriatingly"
